Origin,Destination,Start Address,End Address,Distance,Duration,Request Time,Duration with Traffic,Hours,Minutes,Traffic Duration,,,,
"24.7102105,46.6283024","24.7930073,46.8364015","PJ6H+38M, Ash Shaikh Hasan Ibn Abdullah Al Ash Shaikh, King Saud University, Riyadh 12371, Saudi Arabia","Al Cheikh Issa Ibn Salman Al Khalifah, Al Maizilah, Riyadh 13235, Saudi Arabia",27.5 km,26 mins,7:50,30 mins,0,30,30,,,,
"24.7930073,46.8364015","24.7102105,46.6283024","Al Cheikh Issa Ibn Salman Al Khalifah, Al Maizilah, Riyadh 13235, Saudi Arabia","PJ6H+38M, Ash Shaikh Hasan Ibn Abdullah Al Ash Shaikh, King Saud University, Riyadh 12371, Saudi Arabia",32.2 km,35 mins,7:50,54 mins,0,54,54,,,,
"24.7674375,46.6430625","24.961072,46.6987871","QJ8V+X6 KAFD Metro Station, Al Aqiq, 7239 - حي - 3260، Riyadh 13519, Saudi Arabia","XM6W+9XV, King Khalid International Airport, Riyadh 13449, Saudi Arabia",31.8 km,31 mins,7:50,28 mins,0,28,28,,,,
"24.961072,46.6987871","24.7674375,46.6430625","XM6W+9XV, King Khalid International Airport, Riyadh 13449, Saudi Arabia","QJ8V+X6 KAFD Metro Station, Al Aqiq, 7239 - حي - 3260، Riyadh 13519, Saudi Arabia",32.6 km,27 mins,7:50,34 mins,0,34,34,,,,
"24.7674375,46.6430625","24.7012889,46.8298925","QJ8V+X6 KAFD Metro Station, Al Aqiq, 7239 - حي - 3260، Riyadh 13519, Saudi Arabia","3313 طريق الأمير سعد بن عبدالرحمن الأول، 8613, السعادة، الرياض 14255, Saudi Arabia",33.7 km,32 mins,7:50,37 mins,0,37,37,,,,
"24.7012889,46.8298925","24.7674375,46.6430625","3313 طريق الأمير سعد بن عبدالرحمن الأول، 8613, السعادة، الرياض 14255, Saudi Arabia","QJ8V+X6 KAFD Metro Station, Al Aqiq, 7239 - حي - 3260، Riyadh 13519, Saudi Arabia",30.0 km,43 mins,7:51,54 mins,0,54,54,,,,
"24.5914692,46.5433147","24.7221189,46.8611355","HGRV+JF2, Tuwaiq, Riyadh 13785, Saudi Arabia","RQNB5135، 5135 احمد علي الرفاعي، 7005، حي النسيم الشرقي، الرياض 14244, Saudi Arabia",46.3 km,48 mins,7:51,1 hour 1 min,60,0,60,,,,
"24.7221189,46.8611355","24.5914692,46.5433147","RQNB5135، 5135 احمد علي الرفاعي، 7005، حي النسيم الشرقي، الرياض 14244, Saudi Arabia","HGRV+JF2, Tuwaiq, Riyadh 13785, Saudi Arabia",51.0 km,55 mins,7:51,51 mins,0,51,51,,,,
"24.7406772,46.6947625","24.6459853,46.7146782","3832, 6524 طريق الملك عبدالله الفرعي، حي الملك سلمان، الرياض 12462, Saudi Arabia","3227 الملك سعود، 8561, Al Futah, Riyadh 12632, Saudi Arabia",14.9 km,25 mins,7:51,31 mins,0,31,31,,,,
"24.6459853,46.7146782","24.7406772,46.6947625","3227 الملك سعود، 8561, Al Futah, Riyadh 12632, Saudi Arabia","3832, 6524 طريق الملك عبدالله الفرعي، حي الملك سلمان، الرياض 12462, Saudi Arabia",14.7 km,19 mins,7:51,33 mins,0,33,33,,,,
"24.8296182,46.616385","24.5601699,46.7762684","RJH8+RHR, Al Aarid, Riyadh 13331, Saudi Arabia","7926-7832 Mohammad Rashid Rida, Ad Dar Al Baida, Riyadh 14519, Saudi Arabia",46.7 km,54 mins,8:00,1 hour 0 mins,60, 0,60,,,,
"24.5601699,46.7762684","24.8296182,46.616385","7926-7832 Mohammad Rashid Rida, Ad Dar Al Baida, Riyadh 14519, Saudi Arabia","RJH8+RHR, Al Aarid, Riyadh 13331, Saudi Arabia",46.8 km,1 hour 1 min,8:00,1 hour 15 mins,60,15,75,,,,
"24.7102105,46.6283024","24.7930073,46.8364015","PJ6H+38M, Ash Shaikh Hasan Ibn Abdullah Al Ash Shaikh, King Saud University, Riyadh 12371, Saudi Arabia","Al Cheikh Issa Ibn Salman Al Khalifah, Al Maizilah, Riyadh 13235, Saudi Arabia",27.5 km,26 mins,8:00,29 mins,0,29,29,,,,
"24.7930073,46.8364015","24.7102105,46.6283024","Al Cheikh Issa Ibn Salman Al Khalifah, Al Maizilah, Riyadh 13235, Saudi Arabia","PJ6H+38M, Ash Shaikh Hasan Ibn Abdullah Al Ash Shaikh, King Saud University, Riyadh 12371, Saudi Arabia",32.2 km,35 mins,8:00,52 mins,0,52,52,,,,
"24.7674375,46.6430625","24.961072,46.6987871","QJ8V+X6 KAFD Metro Station, Al Aqiq, 7239 - حي - 3260، Riyadh 13519, Saudi Arabia","XM6W+9XV, King Khalid International Airport, Riyadh 13449, Saudi Arabia",31.8 km,31 mins,8:00,28 mins,0,28,28,,,,
"24.961072,46.6987871","24.7674375,46.6430625","XM6W+9XV, King Khalid International Airport, Riyadh 13449, Saudi Arabia","QJ8V+X6 KAFD Metro Station, Al Aqiq, 7239 - حي - 3260، Riyadh 13519, Saudi Arabia",32.1 km,30 mins,8:00,33 mins,0,33,33,,,,
"24.7674375,46.6430625","24.7012889,46.8298925","QJ8V+X6 KAFD Metro Station, Al Aqiq, 7239 - حي - 3260، Riyadh 13519, Saudi Arabia","3313 طريق الأمير سعد بن عبدالرحمن الأول، 8613, السعادة، الرياض 14255, Saudi Arabia",33.7 km,32 mins,8:00,37 mins,0,37,37,,,,
"24.7012889,46.8298925","24.7674375,46.6430625","3313 طريق الأمير سعد بن عبدالرحمن الأول، 8613, السعادة، الرياض 14255, Saudi Arabia","QJ8V+X6 KAFD Metro Station, Al Aqiq, 7239 - حي - 3260، Riyadh 13519, Saudi Arabia",33.7 km,47 mins,8:00,57 mins,0,57,57,,,,
"24.5914692,46.5433147","24.7221189,46.8611355","HGRV+JF2, Tuwaiq, Riyadh 13785, Saudi Arabia","RQNB5135، 5135 احمد علي الرفاعي، 7005، حي النسيم الشرقي، الرياض 14244, Saudi Arabia",46.3 km,48 mins,8:01,1 hour 1 min,60,0,60,,,,
"24.7221189,46.8611355","24.5914692,46.5433147","RQNB5135، 5135 احمد علي الرفاعي، 7005، حي النسيم الشرقي، الرياض 14244, Saudi Arabia","HGRV+JF2, Tuwaiq, Riyadh 13785, Saudi Arabia",51.0 km,55 mins,8:01,51 mins,0,51,51,,,,
"24.7406772,46.6947625","24.6459853,46.7146782","3832, 6524 طريق الملك عبدالله الفرعي، حي الملك سلمان، الرياض 12462, Saudi Arabia","3227 الملك سعود، 8561, Al Futah, Riyadh 12632, Saudi Arabia",18.6 km,27 mins,8:01,31 mins,0,31,31,,,,
"24.6459853,46.7146782","24.7406772,46.6947625","3227 الملك سعود، 8561, Al Futah, Riyadh 12632, Saudi Arabia","3832, 6524 طريق الملك عبدالله الفرعي، حي الملك سلمان، الرياض 12462, Saudi Arabia",15.2 km,26 mins,8:01,31 mins,0,31,31,,,,
"24.8296182,46.616385","24.5601699,46.7762684","RJH8+RHR, Al Aarid, Riyadh 13331, Saudi Arabia","7926-7832 Mohammad Rashid Rida, Ad Dar Al Baida, Riyadh 14519, Saudi Arabia",53.7 km,58 mins,8:10,57 mins,0,57,57,,,,
"24.5601699,46.7762684","24.8296182,46.616385","7926-7832 Mohammad Rashid Rida, Ad Dar Al Baida, Riyadh 14519, Saudi Arabia","RJH8+RHR, Al Aarid, Riyadh 13331, Saudi Arabia",41.1 km,55 mins,8:10,1 hour 17 mins,60,17,77,,,,
"24.7102105,46.6283024","24.7930073,46.8364015","PJ6H+38M, Ash Shaikh Hasan Ibn Abdullah Al Ash Shaikh, King Saud University, Riyadh 12371, Saudi Arabia","Al Cheikh Issa Ibn Salman Al Khalifah, Al Maizilah, Riyadh 13235, Saudi Arabia",27.5 km,26 mins,8:10,28 mins,0,28,28,,,,
"24.7930073,46.8364015","24.7102105,46.6283024","Al Cheikh Issa Ibn Salman Al Khalifah, Al Maizilah, Riyadh 13235, Saudi Arabia","PJ6H+38M, Ash Shaikh Hasan Ibn Abdullah Al Ash Shaikh, King Saud University, Riyadh 12371, Saudi Arabia",28.9 km,31 mins,8:10,47 mins,0,47,47,,,,
"24.7674375,46.6430625","24.961072,46.6987871","QJ8V+X6 KAFD Metro Station, Al Aqiq, 7239 - حي - 3260، Riyadh 13519, Saudi Arabia","XM6W+9XV, King Khalid International Airport, Riyadh 13449, Saudi Arabia",31.8 km,31 mins,8:10,28 mins,0,28,28,,,,
"24.961072,46.6987871","24.7674375,46.6430625","XM6W+9XV, King Khalid International Airport, Riyadh 13449, Saudi Arabia","QJ8V+X6 KAFD Metro Station, Al Aqiq, 7239 - حي - 3260، Riyadh 13519, Saudi Arabia",32.1 km,30 mins,8:10,31 mins,0,31,31,,,,
"24.7674375,46.6430625","24.7012889,46.8298925","QJ8V+X6 KAFD Metro Station, Al Aqiq, 7239 - حي - 3260، Riyadh 13519, Saudi Arabia","3313 طريق الأمير سعد بن عبدالرحمن الأول، 8613, السعادة، الرياض 14255, Saudi Arabia",33.7 km,32 mins,8:10,35 mins,0,35,35,,,,
"24.7012889,46.8298925","24.7674375,46.6430625","3313 طريق الأمير سعد بن عبدالرحمن الأول، 8613, السعادة، الرياض 14255, Saudi Arabia","QJ8V+X6 KAFD Metro Station, Al Aqiq, 7239 - حي - 3260، Riyadh 13519, Saudi Arabia",33.6 km,43 mins,8:10,55 mins,0,55,55,,,,
"24.5914692,46.5433147","24.7221189,46.8611355","HGRV+JF2, Tuwaiq, Riyadh 13785, Saudi Arabia","RQNB5135، 5135 احمد علي الرفاعي، 7005، حي النسيم الشرقي، الرياض 14244, Saudi Arabia",46.3 km,48 mins,8:10,58 mins,0,58,58,,,,
"24.7221189,46.8611355","24.5914692,46.5433147","RQNB5135، 5135 احمد علي الرفاعي، 7005، حي النسيم الشرقي، الرياض 14244, Saudi Arabia","HGRV+JF2, Tuwaiq, Riyadh 13785, Saudi Arabia",51.0 km,55 mins,8:10,51 mins,0,51,51,,,,
"24.7406772,46.6947625","24.6459853,46.7146782","3832, 6524 طريق الملك عبدالله الفرعي، حي الملك سلمان، الرياض 12462, Saudi Arabia","3227 الملك سعود، 8561, Al Futah, Riyadh 12632, Saudi Arabia",18.6 km,27 mins,8:10,31 mins,0,31,31,,,,
"24.6459853,46.7146782","24.7406772,46.6947625","3227 الملك سعود، 8561, Al Futah, Riyadh 12632, Saudi Arabia","3832, 6524 طريق الملك عبدالله الفرعي، حي الملك سلمان، الرياض 12462, Saudi Arabia",13.5 km,22 mins,8:11,34 mins,0,34,34,,,,
"24.8296182,46.616385","24.5601699,46.7762684","RJH8+RHR, Al Aarid, Riyadh 13331, Saudi Arabia","7926-7832 Mohammad Rashid Rida, Ad Dar Al Baida, Riyadh 14519, Saudi Arabia",53.7 km,58 mins,8:20,58 mins,0,58,58,,,,
"24.5601699,46.7762684","24.8296182,46.616385","7926-7832 Mohammad Rashid Rida, Ad Dar Al Baida, Riyadh 14519, Saudi Arabia","RJH8+RHR, Al Aarid, Riyadh 13331, Saudi Arabia",46.8 km,59 mins,8:20,1 hour 17 mins,60,17,77,,,,
"24.7102105,46.6283024","24.7930073,46.8364015","PJ6H+38M, Ash Shaikh Hasan Ibn Abdullah Al Ash Shaikh, King Saud University, Riyadh 12371, Saudi Arabia","Al Cheikh Issa Ibn Salman Al Khalifah, Al Maizilah, Riyadh 13235, Saudi Arabia",27.5 km,26 mins,8:20,27 mins,0,27,27,,,,
"24.7930073,46.8364015","24.7102105,46.6283024","Al Cheikh Issa Ibn Salman Al Khalifah, Al Maizilah, Riyadh 13235, Saudi Arabia","PJ6H+38M, Ash Shaikh Hasan Ibn Abdullah Al Ash Shaikh, King Saud University, Riyadh 12371, Saudi Arabia",28.9 km,31 mins,8:20,48 mins,0,48,48,,,,
"24.7674375,46.6430625","24.961072,46.6987871","QJ8V+X6 KAFD Metro Station, Al Aqiq, 7239 - حي - 3260، Riyadh 13519, Saudi Arabia","XM6W+9XV, King Khalid International Airport, Riyadh 13449, Saudi Arabia",31.8 km,31 mins,8:20,28 mins,0,28,28,,,,
"24.961072,46.6987871","24.7674375,46.6430625","XM6W+9XV, King Khalid International Airport, Riyadh 13449, Saudi Arabia","QJ8V+X6 KAFD Metro Station, Al Aqiq, 7239 - حي - 3260، Riyadh 13519, Saudi Arabia",32.1 km,30 mins,8:20,32 mins,0,32,32,,,,
"24.7674375,46.6430625","24.7012889,46.8298925","QJ8V+X6 KAFD Metro Station, Al Aqiq, 7239 - حي - 3260، Riyadh 13519, Saudi Arabia","3313 طريق الأمير سعد بن عبدالرحمن الأول، 8613, السعادة، الرياض 14255, Saudi Arabia",33.7 km,32 mins,8:20,33 mins,0,33,33,,,,
"24.7012889,46.8298925","24.7674375,46.6430625","3313 طريق الأمير سعد بن عبدالرحمن الأول، 8613, السعادة، الرياض 14255, Saudi Arabia","QJ8V+X6 KAFD Metro Station, Al Aqiq, 7239 - حي - 3260، Riyadh 13519, Saudi Arabia",33.2 km,48 mins,8:20,51 mins,0,51,51,,,,
"24.5914692,46.5433147","24.7221189,46.8611355","HGRV+JF2, Tuwaiq, Riyadh 13785, Saudi Arabia","RQNB5135، 5135 احمد علي الرفاعي، 7005، حي النسيم الشرقي، الرياض 14244, Saudi Arabia",46.9 km,49 mins,8:20,1 hour 0 mins,60, 0,60,,,,
"24.7221189,46.8611355","24.5914692,46.5433147","RQNB5135، 5135 احمد علي الرفاعي، 7005، حي النسيم الشرقي، الرياض 14244, Saudi Arabia","HGRV+JF2, Tuwaiq, Riyadh 13785, Saudi Arabia",51.0 km,55 mins,8:20,50 mins,0,50,50,,,,
"24.7406772,46.6947625","24.6459853,46.7146782","3832, 6524 طريق الملك عبدالله الفرعي، حي الملك سلمان، الرياض 12462, Saudi Arabia","3227 الملك سعود، 8561, Al Futah, Riyadh 12632, Saudi Arabia",18.6 km,27 mins,8:20,31 mins,0,31,31,,,,
"24.6459853,46.7146782","24.7406772,46.6947625","3227 الملك سعود، 8561, Al Futah, Riyadh 12632, Saudi Arabia","3832, 6524 طريق الملك عبدالله الفرعي، حي الملك سلمان، الرياض 12462, Saudi Arabia",13.7 km,23 mins,8:20,35 mins,0,35,35,,,,
"24.8296182,46.616385","24.5601699,46.7762684","RJH8+RHR, Al Aarid, Riyadh 13331, Saudi Arabia","7926-7832 Mohammad Rashid Rida, Ad Dar Al Baida, Riyadh 14519, Saudi Arabia",53.8 km,59 mins,8:30,55 mins,0,55,55,,,,
"24.5601699,46.7762684","24.8296182,46.616385","7926-7832 Mohammad Rashid Rida, Ad Dar Al Baida, Riyadh 14519, Saudi Arabia","RJH8+RHR, Al Aarid, Riyadh 13331, Saudi Arabia",41.1 km,55 mins,8:30,1 hour 18 mins,60,18,78,,,,
"24.7102105,46.6283024","24.7930073,46.8364015","PJ6H+38M, Ash Shaikh Hasan Ibn Abdullah Al Ash Shaikh, King Saud University, Riyadh 12371, Saudi Arabia","Al Cheikh Issa Ibn Salman Al Khalifah, Al Maizilah, Riyadh 13235, Saudi Arabia",27.5 km,26 mins,8:30,26 mins,0,26,26,,,,
"24.7930073,46.8364015","24.7102105,46.6283024","Al Cheikh Issa Ibn Salman Al Khalifah, Al Maizilah, Riyadh 13235, Saudi Arabia","PJ6H+38M, Ash Shaikh Hasan Ibn Abdullah Al Ash Shaikh, King Saud University, Riyadh 12371, Saudi Arabia",28.9 km,31 mins,8:30,47 mins,0,47,47,,,,
"24.7674375,46.6430625","24.961072,46.6987871","QJ8V+X6 KAFD Metro Station, Al Aqiq, 7239 - حي - 3260، Riyadh 13519, Saudi Arabia","XM6W+9XV, King Khalid International Airport, Riyadh 13449, Saudi Arabia",31.8 km,31 mins,8:30,28 mins,0,28,28,,,,
"24.961072,46.6987871","24.7674375,46.6430625","XM6W+9XV, King Khalid International Airport, Riyadh 13449, Saudi Arabia","QJ8V+X6 KAFD Metro Station, Al Aqiq, 7239 - حي - 3260، Riyadh 13519, Saudi Arabia",32.1 km,29 mins,8:30,34 mins,0,34,34,,,,
"24.7674375,46.6430625","24.7012889,46.8298925","QJ8V+X6 KAFD Metro Station, Al Aqiq, 7239 - حي - 3260، Riyadh 13519, Saudi Arabia","3313 طريق الأمير سعد بن عبدالرحمن الأول، 8613, السعادة، الرياض 14255, Saudi Arabia",33.7 km,32 mins,8:30,34 mins,0,34,34,,,,
"24.7012889,46.8298925","24.7674375,46.6430625","3313 طريق الأمير سعد بن عبدالرحمن الأول، 8613, السعادة، الرياض 14255, Saudi Arabia","QJ8V+X6 KAFD Metro Station, Al Aqiq, 7239 - حي - 3260، Riyadh 13519, Saudi Arabia",31.7 km,40 mins,8:30,55 mins,0,55,55,,,,
"24.5914692,46.5433147","24.7221189,46.8611355","HGRV+JF2, Tuwaiq, Riyadh 13785, Saudi Arabia","RQNB5135، 5135 احمد علي الرفاعي، 7005، حي النسيم الشرقي، الرياض 14244, Saudi Arabia",46.3 km,48 mins,8:30,1 hour 1 min,60,0,60,,,,
"24.7221189,46.8611355","24.5914692,46.5433147","RQNB5135، 5135 احمد علي الرفاعي، 7005، حي النسيم الشرقي، الرياض 14244, Saudi Arabia","HGRV+JF2, Tuwaiq, Riyadh 13785, Saudi Arabia",51.6 km,56 mins,8:30,51 mins,0,51,51,,,,
"24.7406772,46.6947625","24.6459853,46.7146782","3832, 6524 طريق الملك عبدالله الفرعي، حي الملك سلمان، الرياض 12462, Saudi Arabia","3227 الملك سعود، 8561, Al Futah, Riyadh 12632, Saudi Arabia",14.9 km,25 mins,8:30,29 mins,0,29,29,,,,
"24.6459853,46.7146782","24.7406772,46.6947625","3227 الملك سعود، 8561, Al Futah, Riyadh 12632, Saudi Arabia","3832, 6524 طريق الملك عبدالله الفرعي، حي الملك سلمان، الرياض 12462, Saudi Arabia",14.7 km,19 mins,8:30,36 mins,0,36,36,,,,
"24.8296182,46.616385","24.5601699,46.7762684","RJH8+RHR, Al Aarid, Riyadh 13331, Saudi Arabia","7926-7832 Mohammad Rashid Rida, Ad Dar Al Baida, Riyadh 14519, Saudi Arabia",53.7 km,58 mins,8:40,59 mins,0,59,59,,,,
"24.5601699,46.7762684","24.8296182,46.616385","7926-7832 Mohammad Rashid Rida, Ad Dar Al Baida, Riyadh 14519, Saudi Arabia","RJH8+RHR, Al Aarid, Riyadh 13331, Saudi Arabia",41.7 km,56 mins,8:40,1 hour 12 mins,60,12,72,,,,
"24.7102105,46.6283024","24.7930073,46.8364015","PJ6H+38M, Ash Shaikh Hasan Ibn Abdullah Al Ash Shaikh, King Saud University, Riyadh 12371, Saudi Arabia","Al Cheikh Issa Ibn Salman Al Khalifah, Al Maizilah, Riyadh 13235, Saudi Arabia",27.5 km,26 mins,8:40,27 mins,0,27,27,,,,
"24.7930073,46.8364015","24.7102105,46.6283024","Al Cheikh Issa Ibn Salman Al Khalifah, Al Maizilah, Riyadh 13235, Saudi Arabia","PJ6H+38M, Ash Shaikh Hasan Ibn Abdullah Al Ash Shaikh, King Saud University, Riyadh 12371, Saudi Arabia",27.8 km,26 mins,8:40,55 mins,0,55,55,,,,
"24.7674375,46.6430625","24.961072,46.6987871","QJ8V+X6 KAFD Metro Station, Al Aqiq, 7239 - حي - 3260، Riyadh 13519, Saudi Arabia","XM6W+9XV, King Khalid International Airport, Riyadh 13449, Saudi Arabia",31.8 km,31 mins,8:40,28 mins,0,28,28,,,,
"24.961072,46.6987871","24.7674375,46.6430625","XM6W+9XV, King Khalid International Airport, Riyadh 13449, Saudi Arabia","QJ8V+X6 KAFD Metro Station, Al Aqiq, 7239 - حي - 3260، Riyadh 13519, Saudi Arabia",32.6 km,30 mins,8:40,35 mins,0,35,35,,,,
"24.7674375,46.6430625","24.7012889,46.8298925","QJ8V+X6 KAFD Metro Station, Al Aqiq, 7239 - حي - 3260، Riyadh 13519, Saudi Arabia","3313 طريق الأمير سعد بن عبدالرحمن الأول، 8613, السعادة، الرياض 14255, Saudi Arabia",33.7 km,32 mins,8:40,34 mins,0,34,34,,,,
"24.7012889,46.8298925","24.7674375,46.6430625","3313 طريق الأمير سعد بن عبدالرحمن الأول، 8613, السعادة، الرياض 14255, Saudi Arabia","QJ8V+X6 KAFD Metro Station, Al Aqiq, 7239 - حي - 3260، Riyadh 13519, Saudi Arabia",31.0 km,44 mins,8:40,59 mins,0,59,59,,,,
"24.5914692,46.5433147","24.7221189,46.8611355","HGRV+JF2, Tuwaiq, Riyadh 13785, Saudi Arabia","RQNB5135، 5135 احمد علي الرفاعي، 7005، حي النسيم الشرقي، الرياض 14244, Saudi Arabia",44.2 km,40 mins,8:40,1 hour 0 mins,60, 0,60,,,,
"24.7221189,46.8611355","24.5914692,46.5433147","RQNB5135، 5135 احمد علي الرفاعي، 7005، حي النسيم الشرقي، الرياض 14244, Saudi Arabia","HGRV+JF2, Tuwaiq, Riyadh 13785, Saudi Arabia",51.0 km,55 mins,8:40,51 mins,0,51,51,,,,
"24.7406772,46.6947625","24.6459853,46.7146782","3832, 6524 طريق الملك عبدالله الفرعي، حي الملك سلمان، الرياض 12462, Saudi Arabia","3227 الملك سعود، 8561, Al Futah, Riyadh 12632, Saudi Arabia",15.7 km,23 mins,8:40,30 mins,0,30,30,,,,
"24.6459853,46.7146782","24.7406772,46.6947625","3227 الملك سعود، 8561, Al Futah, Riyadh 12632, Saudi Arabia","3832, 6524 طريق الملك عبدالله الفرعي، حي الملك سلمان، الرياض 12462, Saudi Arabia",14.7 km,19 mins,8:40,35 mins,0,35,35,,,,
"24.8296182,46.616385","24.5601699,46.7762684","RJH8+RHR, Al Aarid, Riyadh 13331, Saudi Arabia","7926-7832 Mohammad Rashid Rida, Ad Dar Al Baida, Riyadh 14519, Saudi Arabia",53.7 km,58 mins,8:50,59 mins,0,59,59,,,,
"24.5601699,46.7762684","24.8296182,46.616385","7926-7832 Mohammad Rashid Rida, Ad Dar Al Baida, Riyadh 14519, Saudi Arabia","RJH8+RHR, Al Aarid, Riyadh 13331, Saudi Arabia",41.1 km,57 mins,8:50,1 hour 11 mins,60,11,71,,,,
"24.7102105,46.6283024","24.7930073,46.8364015","PJ6H+38M, Ash Shaikh Hasan Ibn Abdullah Al Ash Shaikh, King Saud University, Riyadh 12371, Saudi Arabia","Al Cheikh Issa Ibn Salman Al Khalifah, Al Maizilah, Riyadh 13235, Saudi Arabia",27.5 km,26 mins,8:50,29 mins,0,29,29,,,,
"24.7930073,46.8364015","24.7102105,46.6283024","Al Cheikh Issa Ibn Salman Al Khalifah, Al Maizilah, Riyadh 13235, Saudi Arabia","PJ6H+38M, Ash Shaikh Hasan Ibn Abdullah Al Ash Shaikh, King Saud University, Riyadh 12371, Saudi Arabia",28.9 km,30 mins,8:50,45 mins,0,45,45,,,,
"24.7674375,46.6430625","24.961072,46.6987871","QJ8V+X6 KAFD Metro Station, Al Aqiq, 7239 - حي - 3260، Riyadh 13519, Saudi Arabia","XM6W+9XV, King Khalid International Airport, Riyadh 13449, Saudi Arabia",31.8 km,31 mins,8:50,28 mins,0,28,28,,,,
"24.961072,46.6987871","24.7674375,46.6430625","XM6W+9XV, King Khalid International Airport, Riyadh 13449, Saudi Arabia","QJ8V+X6 KAFD Metro Station, Al Aqiq, 7239 - حي - 3260، Riyadh 13519, Saudi Arabia",32.6 km,30 mins,8:50,33 mins,0,33,33,,,,
"24.7674375,46.6430625","24.7012889,46.8298925","QJ8V+X6 KAFD Metro Station, Al Aqiq, 7239 - حي - 3260، Riyadh 13519, Saudi Arabia","3313 طريق الأمير سعد بن عبدالرحمن الأول، 8613, السعادة، الرياض 14255, Saudi Arabia",33.7 km,32 mins,8:50,34 mins,0,34,34,,,,
"24.7012889,46.8298925","24.7674375,46.6430625","3313 طريق الأمير سعد بن عبدالرحمن الأول، 8613, السعادة، الرياض 14255, Saudi Arabia","QJ8V+X6 KAFD Metro Station, Al Aqiq, 7239 - حي - 3260، Riyadh 13519, Saudi Arabia",32.6 km,41 mins,8:50,55 mins,0,55,55,,,,
