City,Datetime,TrafficIndexLive,JamsCount,JamsDelay,JamsLength,TrafficIndexWeekAgo,TravelTimeHistoric,TravelTimeLive,datetime,year,date,time
Riyadh,2023-01-01 00:31:30,19,95,376.7,69.3,11.0,,,2023-01-01 00:31:30,2023,2023-01-01,00:31:30
Riyadh,2023-01-01 01:01:30,17,42,196.7,35.6,5.0,,,2023-01-01 01:01:30,2023,2023-01-01,01:01:30
Riyadh,2023-01-01 02:01:30,9,29,127.9,13.4,3.0,,,2023-01-01 02:01:30,2023,2023-01-01,02:01:30
Riyadh,2023-01-01 03:01:30,5,16,77.6,6.7,1.0,,,2023-01-01 03:01:30,2023,2023-01-01,03:01:30
Riyadh,2023-01-01 04:01:30,2,8,35.8,3.5,0.0,,,2023-01-01 04:01:30,2023,2023-01-01,04:01:30
Riyadh,2023-01-01 05:01:30,2,9,42.6,5.8,0.0,,,2023-01-01 05:01:30,2023,2023-01-01,05:01:30
Riyadh,2023-01-01 06:46:30,25,136,538.6,173.7,25.0,,,2023-01-01 06:46:30,2023,2023-01-01,06:46:30
Riyadh,2023-01-01 07:46:30,49,255,1170.2,278.5,54.0,,,2023-01-01 07:46:30,2023,2023-01-01,07:46:30
Riyadh,2023-01-01 08:01:30,48,217,990.4,243.6,54.0,,,2023-01-01 08:01:30,2023,2023-01-01,08:01:30
Riyadh,2023-01-01 09:16:30,33,123,485.0,173.5,34.0,,,2023-01-01 09:16:30,2023,2023-01-01,09:16:30
Riyadh,2023-01-01 10:01:30,25,105,381.7,132.5,23.0,,,2023-01-01 10:01:30,2023,2023-01-01,10:01:30
Riyadh,2023-01-01 11:01:30,21,97,307.3,103.0,19.0,,,2023-01-01 11:01:30,2023,2023-01-01,11:01:30
Riyadh,2023-01-01 12:16:30,23,169,555.0,147.8,23.0,,,2023-01-01 12:16:30,2023,2023-01-01,12:16:30
Riyadh,2023-01-01 13:46:30,29,238,847.4,189.9,30.0,,,2023-01-01 13:46:30,2023,2023-01-01,13:46:30
Riyadh,2023-01-01 14:46:30,37,255,1040.0,291.5,37.0,,,2023-01-01 14:46:30,2023,2023-01-01,14:46:30
Riyadh,2023-01-01 15:01:30,41,255,1049.0,312.3,41.0,,,2023-01-01 15:01:30,2023,2023-01-01,15:01:30
Riyadh,2023-01-01 16:46:00,56,416,2086.3,420.8,54.0,,,2023-01-01 16:46:00,2023,2023-01-01,16:46:00
Riyadh,2023-01-01 17:31:00,64,462,2259.6,470.3,57.0,,,2023-01-01 17:31:00,2023,2023-01-01,17:31:00
Riyadh,2023-01-01 18:01:00,58,396,1806.7,379.5,51.0,,,2023-01-01 18:01:00,2023,2023-01-01,18:01:00
Riyadh,2023-01-01 19:01:00,47,288,1235.9,267.9,39.0,,,2023-01-01 19:01:00,2023,2023-01-01,19:01:00
Riyadh,2023-01-01 20:16:30,35,253,1028.1,190.6,27.0,,,2023-01-01 20:16:30,2023,2023-01-01,20:16:30
Riyadh,2023-01-01 21:01:30,31,198,762.9,141.5,24.0,,,2023-01-01 21:01:30,2023,2023-01-01,21:01:30
Riyadh,2023-01-01 22:01:30,25,129,473.8,110.3,20.0,,,2023-01-01 22:01:30,2023,2023-01-01,22:01:30
Riyadh,2023-01-01 23:01:30,17,69,238.1,41.2,14.0,,,2023-01-01 23:01:30,2023,2023-01-01,23:01:30
Riyadh,2023-01-02 00:01:30,11,25,85.8,15.4,10.0,,,2023-01-02 00:01:30,2023,2023-01-02,00:01:30
Riyadh,2023-01-02 01:01:30,6,13,45.5,7.0,6.0,,,2023-01-02 01:01:30,2023,2023-01-02,01:01:30
Riyadh,2023-01-02 02:01:30,3,12,39.2,3.7,3.0,,,2023-01-02 02:01:30,2023,2023-01-02,02:01:30
Riyadh,2023-01-02 03:01:30,3,17,60.9,7.6,1.0,,,2023-01-02 03:01:30,2023,2023-01-02,03:01:30
Riyadh,2023-01-02 04:01:30,1,7,18.9,2.6,1.0,,,2023-01-02 04:01:30,2023,2023-01-02,04:01:30
Riyadh,2023-01-02 05:01:30,0,6,27.2,1.7,0.0,,,2023-01-02 05:01:30,2023,2023-01-02,05:01:30
Riyadh,2023-01-02 06:46:30,34,172,850.5,269.0,26.0,,,2023-01-02 06:46:30,2023,2023-01-02,06:46:30
Riyadh,2023-01-02 07:46:30,76,413,2310.7,484.7,52.0,,,2023-01-02 07:46:30,2023,2023-01-02,07:46:30
Riyadh,2023-01-02 08:16:30,82,344,2026.5,452.1,52.0,,,2023-01-02 08:16:30,2023,2023-01-02,08:16:30
Riyadh,2023-01-02 09:01:30,70,267,1280.7,347.1,31.0,,,2023-01-02 09:01:30,2023,2023-01-02,09:01:30
Riyadh,2023-01-02 10:01:30,45,168,715.6,200.7,22.0,,,2023-01-02 10:01:30,2023,2023-01-02,10:01:30
Riyadh,2023-01-02 11:01:30,25,121,382.6,104.9,20.0,,,2023-01-02 11:01:30,2023,2023-01-02,11:01:30
Riyadh,2023-01-02 12:46:30,26,248,820.3,179.1,24.0,,,2023-01-02 12:46:30,2023,2023-01-02,12:46:30
Riyadh,2023-01-02 13:46:30,48,371,1512.3,365.1,34.0,,,2023-01-02 13:46:30,2023,2023-01-02,13:46:30
Riyadh,2023-01-02 14:46:00,69,464,2299.0,540.0,41.0,,,2023-01-02 14:46:00,2023,2023-01-02,14:46:00
Riyadh,2023-01-02 15:46:00,81,530,2891.8,647.6,43.0,,,2023-01-02 15:46:00,2023,2023-01-02,15:46:00
Riyadh,2023-01-02 16:46:00,98,767,4410.2,773.6,55.0,,,2023-01-02 16:46:00,2023,2023-01-02,16:46:00
Riyadh,2023-01-02 17:16:00,99,757,4493.8,761.2,58.0,,,2023-01-02 17:16:00,2023,2023-01-02,17:16:00
Riyadh,2023-01-02 18:01:30,88,586,3163.0,587.4,53.0,,,2023-01-02 18:01:30,2023,2023-01-02,18:01:30
Riyadh,2023-01-02 19:01:30,69,415,2098.3,413.2,41.0,,,2023-01-02 19:01:30,2023,2023-01-02,19:01:30
Riyadh,2023-01-02 20:01:30,48,267,1072.4,250.7,31.0,,,2023-01-02 20:01:30,2023,2023-01-02,20:01:30
Riyadh,2023-01-02 21:01:30,36,195,683.4,158.6,23.0,,,2023-01-02 21:01:30,2023,2023-01-02,21:01:30
Riyadh,2023-01-02 22:31:30,32,115,404.8,167.5,16.0,,,2023-01-02 22:31:30,2023,2023-01-02,22:31:30
Riyadh,2023-01-02 23:01:30,30,80,274.9,120.0,16.0,,,2023-01-02 23:01:30,2023,2023-01-02,23:01:30
Riyadh,2023-01-03 00:01:30,21,56,183.7,37.5,12.0,,,2023-01-03 00:01:30,2023,2023-01-03,00:01:30
Riyadh,2023-01-03 01:01:30,11,24,80.8,11.5,6.0,,,2023-01-03 01:01:30,2023,2023-01-03,01:01:30
Riyadh,2023-01-03 02:01:30,6,17,47.8,4.5,4.0,,,2023-01-03 02:01:30,2023,2023-01-03,02:01:30
Riyadh,2023-01-03 03:01:30,4,7,22.6,2.0,1.0,,,2023-01-03 03:01:30,2023,2023-01-03,03:01:30
Riyadh,2023-01-03 04:46:30,8,11,25.2,8.0,0.0,,,2023-01-03 04:46:30,2023,2023-01-03,04:46:30
Riyadh,2023-01-03 05:31:30,13,10,19.0,19.3,0.0,,,2023-01-03 05:31:30,2023,2023-01-03,05:31:30
Riyadh,2023-01-03 06:46:30,27,42,170.5,121.5,24.0,,,2023-01-03 06:46:30,2023,2023-01-03,06:46:30
Riyadh,2023-01-03 07:46:30,35,79,378.1,168.5,50.0,,,2023-01-03 07:46:30,2023,2023-01-03,07:46:30
Riyadh,2023-01-03 08:01:30,35,87,410.2,142.1,49.0,,,2023-01-03 08:01:30,2023,2023-01-03,08:01:30
Riyadh,2023-01-03 09:46:30,28,86,381.5,143.8,31.0,,,2023-01-03 09:46:30,2023,2023-01-03,09:46:30
Riyadh,2023-01-03 10:46:30,30,111,434.5,173.6,24.0,,,2023-01-03 10:46:30,2023,2023-01-03,10:46:30
Riyadh,2023-01-03 11:01:30,29,112,398.0,160.2,22.0,,,2023-01-03 11:01:30,2023,2023-01-03,11:01:30
Riyadh,2023-01-03 12:01:30,21,107,383.4,106.0,26.0,,,2023-01-03 12:01:30,2023,2023-01-03,12:01:30
Riyadh,2023-01-03 13:46:30,19,125,436.4,105.8,33.0,,,2023-01-03 13:46:30,2023,2023-01-03,13:46:30
Riyadh,2023-01-03 14:46:30,32,207,889.0,231.0,44.0,,,2023-01-03 14:46:30,2023,2023-01-03,14:46:30
Riyadh,2023-01-03 15:01:30,35,202,987.6,227.0,52.0,,,2023-01-03 15:01:30,2023,2023-01-03,15:01:30
Riyadh,2023-01-03 16:46:00,49,417,1841.3,404.7,65.0,,,2023-01-03 16:46:00,2023,2023-01-03,16:46:00
Riyadh,2023-01-03 17:31:00,59,457,2067.6,418.5,69.0,,,2023-01-03 17:31:00,2023,2023-01-03,17:31:00
Riyadh,2023-01-03 18:16:30,56,390,1780.4,363.3,63.0,,,2023-01-03 18:16:30,2023,2023-01-03,18:16:30
Riyadh,2023-01-03 19:01:30,49,281,1304.2,273.0,56.0,,,2023-01-03 19:01:30,2023,2023-01-03,19:01:30
Riyadh,2023-01-03 20:01:30,32,212,798.2,155.6,43.0,,,2023-01-03 20:01:30,2023,2023-01-03,20:01:30
Riyadh,2023-01-03 21:46:30,32,203,733.5,178.9,35.0,,,2023-01-03 21:46:30,2023,2023-01-03,21:46:30
Riyadh,2023-01-03 22:01:30,33,173,643.9,166.5,28.0,,,2023-01-03 22:01:30,2023,2023-01-03,22:01:30
Riyadh,2023-01-03 23:01:30,26,103,356.1,95.9,21.0,,,2023-01-03 23:01:30,2023,2023-01-03,23:01:30
Riyadh,2023-01-04 00:01:30,18,52,167.1,37.6,13.0,,,2023-01-04 00:01:30,2023,2023-01-04,00:01:30
Riyadh,2023-01-04 01:01:30,11,30,99.8,16.4,7.0,,,2023-01-04 01:01:30,2023,2023-01-04,01:01:30
Riyadh,2023-01-04 02:01:30,10,15,55.4,12.7,4.0,,,2023-01-04 02:01:30,2023,2023-01-04,02:01:30
Riyadh,2023-01-04 03:46:30,13,17,47.2,16.4,2.0,,,2023-01-04 03:46:30,2023,2023-01-04,03:46:30
Riyadh,2023-01-04 04:01:30,14,9,26.9,4.9,0.0,,,2023-01-04 04:01:30,2023,2023-01-04,04:01:30
Riyadh,2023-01-04 05:01:30,7,8,26.0,2.2,0.0,,,2023-01-04 05:01:30,2023,2023-01-04,05:01:30
Riyadh,2023-01-04 06:46:30,15,30,92.4,55.7,24.0,,,2023-01-04 06:46:30,2023,2023-01-04,06:46:30
Riyadh,2023-01-04 07:46:00,23,63,235.3,103.6,49.0,,,2023-01-04 07:46:00,2023,2023-01-04,07:46:00
Riyadh,2023-01-04 08:01:30,24,69,255.8,106.3,48.0,,,2023-01-04 08:01:30,2023,2023-01-04,08:01:30
Riyadh,2023-01-04 09:01:30,21,68,249.2,76.7,30.0,,,2023-01-04 09:01:30,2023,2023-01-04,09:01:30
Riyadh,2023-01-04 10:01:30,18,82,242.5,78.7,23.0,,,2023-01-04 10:01:30,2023,2023-01-04,10:01:30
Riyadh,2023-01-04 11:01:30,16,85,294.7,77.0,24.0,,,2023-01-04 11:01:30,2023,2023-01-04,11:01:30
