,City,Datetime,TrafficIndexLive,JamsCount,JamsDelay,JamsLength,TrafficIndexWeekAgo,TravelTimeHistoric,TravelTimeLive,datetime,year,date,time
128166,Riyadh,2024-01-01 13:46:30,29,286,981.5,222.7,36.0,76.9359100428117,81.7635481219028,2024-01-01 13:46:30,2024,2024-01-01,13:46:30
128167,Riyadh,2024-01-01 14:46:30,34,200,812.0,242.3,42.0,78.1655847796698,82.8026377428955,2024-01-01 14:46:30,2024,2024-01-01,14:46:30
128168,Riyadh,2024-01-01 15:01:30,35,214,846.7,245.4,44.0,79.1265363455525,83.4756877746693,2024-01-01 15:01:30,2024,2024-01-01,15:01:30
128169,Riyadh,2024-01-01 16:46:00,53,447,1960.8,447.1,57.0,91.3621351942608,98.6782832157686,2024-01-01 16:46:00,2024,2024-01-01,16:46:00
128170,Riyadh,2024-01-01 17:31:00,59,471,2036.1,445.5,60.0,95.8019563257684,103.048677147445,2024-01-01 17:31:00,2024,2024-01-01,17:31:00
128171,Riyadh,2024-01-01 18:01:00,53,393,1630.2,376.2,53.0,95.3189099532769,98.7041828067408,2024-01-01 18:01:00,2024,2024-01-01,18:01:00
128172,Riyadh,2024-01-01 19:01:00,46,305,1243.8,304.1,47.0,88.2258976218373,93.3960902314066,2024-01-01 19:01:00,2024,2024-01-01,19:01:00
128173,Riyadh,2024-01-01 20:01:00,35,299,1056.6,234.5,33.0,83.841258574611,86.9587512459126,2024-01-01 20:01:00,2024,2024-01-01,20:01:00
128174,Riyadh,2024-01-01 21:01:00,33,264,961.5,183.3,28.0,82.8149942739664,85.5727254973531,2024-01-01 21:01:00,2024,2024-01-01,21:01:00
128190,Riyadh,2024-01-02 13:31:30,31,310,1100.2,221.9,34.0,76.9569785740207,83.2192109546324,2024-01-02 13:31:30,2024,2024-01-02,13:31:30
128191,Riyadh,2024-01-02 14:46:30,39,255,1090.8,303.2,39.0,77.8938216600215,85.7815641843694,2024-01-02 14:46:30,2024,2024-01-02,14:46:30
128192,Riyadh,2024-01-02 15:01:30,40,230,1016.4,284.6,40.0,78.8717704651334,86.6486059981729,2024-01-02 15:01:30,2024,2024-01-02,15:01:30
128193,Riyadh,2024-01-02 16:46:00,59,519,2428.5,495.9,58.0,90.6289470302956,103.109220472557,2024-01-02 16:46:00,2024,2024-01-02,16:46:00
128194,Riyadh,2024-01-02 17:31:00,65,558,2649.6,514.5,63.0,94.9470191458567,107.58630462204,2024-01-02 17:31:00,2024,2024-01-02,17:31:00
128195,Riyadh,2024-01-02 18:01:00,60,467,2155.5,442.5,59.0,94.7197121450777,103.879470563084,2024-01-02 18:01:00,2024,2024-01-02,18:01:00
128196,Riyadh,2024-01-02 19:01:00,54,422,1767.0,373.4,52.0,88.4638401389567,99.3199189173797,2024-01-02 19:01:00,2024,2024-01-02,19:01:00
128197,Riyadh,2024-01-02 20:16:00,41,328,1210.2,280.8,36.0,83.7030015874686,90.8189348907694,2024-01-02 20:16:00,2024,2024-01-02,20:16:00
