,City,Datetime,TrafficIndexLive,JamsCount,JamsDelay,JamsLength,TrafficIndexWeekAgo,TravelTimeHistoric,TravelTimeLive,datetime,year,date,time
128231,Riyadh,2024-01-04 06:46:30,17,78,300.8,120.4,21.0,69.1175660874626,70.9880004190373,2024-01-04 06:46:30,2024,2024-01-04,06:46:30
128232,Riyadh,2024-01-04 07:46:30,26,131,479.3,134.7,34.0,73.2144700629524,76.6037829853433,2024-01-04 07:46:30,2024,2024-01-04,07:46:30
128233,Riyadh,2024-01-04 08:01:30,23,111,392.6,108.5,30.0,72.6793741547493,74.8663925560355,2024-01-04 08:01:30,2024,2024-01-04,08:01:30
128234,Riyadh,2024-01-04 09:46:30,20,121,449.1,116.9,18.0,72.2161000085261,72.2670657585832,2024-01-04 09:46:30,2024,2024-01-04,09:46:30
128235,Riyadh,2024-01-04 10:01:30,20,120,429.0,111.5,20.0,72.3423709255817,72.410416978941,2024-01-04 10:01:30,2024,2024-01-04,10:01:30
128255,Riyadh,2024-01-05 06:01:30,0,14,40.8,6.8,4.0,56.6394649470812,55.7212064047524,2024-01-05 06:01:30,2024,2024-01-05,06:01:30
128256,Riyadh,2024-01-05 07:01:30,0,19,45.8,6.6,1.0,55.5720758707487,54.4573507341742,2024-01-05 07:01:30,2024,2024-01-05,07:01:30
128257,Riyadh,2024-01-05 08:01:30,0,15,44.0,9.2,2.0,55.6253991608932,54.333294674882,2024-01-05 08:01:30,2024,2024-01-05,08:01:30
128258,Riyadh,2024-01-05 09:01:30,0,23,79.6,8.2,11.0,56.5450214460561,55.5415753196607,2024-01-05 09:01:30,2024,2024-01-05,09:01:30
128259,Riyadh,2024-01-05 10:01:30,0,22,81.9,8.1,11.0,56.9116447571402,56.0651289609966,2024-01-05 10:01:30,2024,2024-01-05,10:01:30
128279,Riyadh,2024-01-06 06:31:30,4,25,122.7,26.1,3.0,57.3568214842081,58.0664339393759,2024-01-06 06:31:30,2024,2024-01-06,06:31:30
128280,Riyadh,2024-01-06 07:01:30,4,29,112.3,23.0,2.0,57.1812682760561,57.6589631945904,2024-01-06 07:01:30,2024,2024-01-06,07:01:30
128281,Riyadh,2024-01-06 08:46:30,5,35,163.8,25.5,5.0,60.267246521907,59.3949345485055,2024-01-06 08:46:30,2024,2024-01-06,08:46:30
128282,Riyadh,2024-01-06 09:46:30,9,70,281.3,55.2,9.0,62.8478674826069,62.5664084387793,2024-01-06 09:46:30,2024,2024-01-06,09:46:30
128283,Riyadh,2024-01-06 10:46:30,13,111,523.6,71.5,13.0,65.2684934997587,66.0803603765431,2024-01-06 10:46:30,2024,2024-01-06,10:46:30
128303,Riyadh,2024-01-07 06:46:30,7,41,191.5,42.0,27.0,68.1139050364297,59.4254464848066,2024-01-07 06:46:30,2024,2024-01-07,06:46:30
128304,Riyadh,2024-01-07 07:46:30,13,73,271.5,82.5,47.0,78.8689465850969,66.0424041918606,2024-01-07 07:46:30,2024,2024-01-07,07:46:30
128305,Riyadh,2024-01-07 08:46:30,17,69,270.1,79.5,46.0,77.829717085483,68.8322283239991,2024-01-07 08:46:30,2024,2024-01-07,08:46:30
128306,Riyadh,2024-01-07 09:31:30,20,79,285.1,102.2,28.0,77.0549245889408,70.8877884969456,2024-01-07 09:31:30,2024,2024-01-07,09:31:30
128307,Riyadh,2024-01-07 10:01:30,20,110,378.2,96.5,23.0,75.6586775115021,71.0245831579268,2024-01-07 10:01:30,2024,2024-01-07,10:01:30
128327,Riyadh,2024-01-08 06:46:30,5,37,132.1,31.5,26.0,68.6512279676036,58.7410748635859,2024-01-08 06:46:30,2024,2024-01-08,06:46:30
128328,Riyadh,2024-01-08 07:46:30,16,73,297.0,99.9,45.0,79.4000618181086,67.7784490207471,2024-01-08 07:46:30,2024,2024-01-08,07:46:30
128329,Riyadh,2024-01-08 08:16:30,20,73,284.4,97.2,43.0,79.3839788567485,70.6604578140282,2024-01-08 08:16:30,2024,2024-01-08,08:16:30
128330,Riyadh,2024-01-08 09:16:30,23,91,312.8,115.1,26.0,78.2709592602266,72.8753974949839,2024-01-08 09:16:30,2024,2024-01-08,09:16:30
128331,Riyadh,2024-01-08 10:01:30,22,116,417.2,107.1,19.0,76.5489794909738,72.4480567216828,2024-01-08 10:01:30,2024,2024-01-08,10:01:30
128351,Riyadh,2024-01-09 06:46:30,3,32,104.4,31.8,24.0,68.3175800189965,57.7369026279914,2024-01-09 06:46:30,2024,2024-01-09,06:46:30
128352,Riyadh,2024-01-09 07:46:30,12,71,269.9,87.0,44.0,78.0487004360968,65.1492243700142,2024-01-09 07:46:30,2024,2024-01-09,07:46:30
128353,Riyadh,2024-01-09 08:46:00,18,69,277.5,97.3,42.0,77.5503794031128,69.3885726782457,2024-01-09 08:46:00,2024,2024-01-09,08:46:00
128354,Riyadh,2024-01-09 09:31:30,22,100,377.7,121.1,27.0,77.1700345200948,72.0084137159974,2024-01-09 09:31:30,2024,2024-01-09,09:31:30
128355,Riyadh,2024-01-09 10:01:30,21,110,411.9,109.2,22.0,76.2428252957776,71.6818287719169,2024-01-09 10:01:30,2024,2024-01-09,10:01:30
128375,Riyadh,2024-01-10 06:46:30,3,29,103.0,28.2,26.0,67.1503424248835,57.5925914113499,2024-01-10 06:46:30,2024,2024-01-10,06:46:30
